track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
00i0O74dXdaKKdCrqHnfXm,La Mordidita,Ricky Martin,69,375cUd86z58eqXN2yW3Do9,A Quien Quiera Escuchar (Deluxe Edition),2015-02-10,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,211680
00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,Foreigner,67,2Pw51hAGvWpTA3AYl2WVuu,4 (Expanded),1981,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,259800
00qOE7OjRl0BpYiCiweZB2,Juke Box Hero,Foreigner,67,2Pw51hAGvWpTA3AYl2WVuu,4 (Expanded),1981,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,259800
01R0Xdwje645C6xFCnMRvm,Talk Dirty To Me,Poison,54,0xOBnypzEh4WKROJ51LL09,Look What The Cat Dragged In,1986-01-01,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.507,0.804,11,-13.267,1,0.044,0.0211,0.00248,0.381,0.708,157.996,223960
01R0Xdwje645C6xFCnMRvm,Talk Dirty To Me,Poison,54,0xOBnypzEh4WKROJ51LL09,Look What The Cat Dragged In,1986-01-01,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.507,0.804,11,-13.267,1,0.044,0.0211,0.00248,0.381,0.708,157.996,223960
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,58,7syMmofF2t1xI0RFCtrSG9,First Love,2017-10-13,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,207428
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,58,7syMmofF2t1xI0RFCtrSG9,First Love,2017-10-13,Tropical House Run 190 BPM,37i9dQZF1DWSTc9FdySHtz,latin,tropical,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,207428
02138lFv3Bzncr6ScNbLAF,Rattle Your Cage,Skrizzly Adams,44,3RcttHMKlZ7K1ovxIANPd0,Young Man,2019-11-15,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,0.583,0.565,1,-8.318,1,0.123,0.027,0.0,0.0908,0.498,179.874,209972
02138lFv3Bzncr6ScNbLAF,Rattle Your Cage,Skrizzly Adams,44,3RcttHMKlZ7K1ovxIANPd0,Young Man,2019-11-15,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.583,0.565,1,-8.318,1,0.123,0.027,0.0,0.0908,0.498,179.874,209972
0240T0gP9w6xEgIciBrfVF,Talk Is Cheap,Nick Murphy / Chet Faker,61,2ytxqdwQ0Hn9JeQmcIWHuh,Built on Glass,2014-04-14,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.656,0.61,0,-7.894,0,0.171,0.416,0.000172,0.245,0.52,140.058,218067
0240T0gP9w6xEgIciBrfVF,Talk Is Cheap,Nick Murphy / Chet Faker,61,2ytxqdwQ0Hn9JeQmcIWHuh,Built on Glass,2014-04-14,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.656,0.61,0,-7.894,0,0.171,0.416,0.000172,0.245,0.52,140.058,218067
02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,Tom Misch,67,28enuddLPEA914scE6Drvk,Geography,2018-04-06,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,261881
02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,Tom Misch,67,28enuddLPEA914scE6Drvk,Geography,2018-04-06,Neo-Soul Guitar,0aS9YCNTNrDiMNa9tT49RG,r&b,neo soul,0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,261881
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80,0Y59j5oCvwTM2aNyPb6YpJ,All Around The World (La La La),2019-04-05,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80,0Y59j5oCvwTM2aNyPb6YpJ,All Around The World (La La La),2019-04-05,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
02lGHA7bFFplYLihnUWTx8,Tequila,Juanes,77,2X45SzRfAFsxgkBxgryWfF,Más Futuro Que Pasado,2019-11-22,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.757,0.688,9,-4.546,1,0.112,0.226,0.0,0.237,0.704,155.994,159547
02lGHA7bFFplYLihnUWTx8,Tequila,Juanes,77,2X45SzRfAFsxgkBxgryWfF,Más Futuro Que Pasado,2019-11-22,Latin Pop VIP,37i9dQZF1DX1QnNyJOBQBv,latin,latin pop,0.757,0.688,9,-4.546,1,0.112,0.226,0.0,0.237,0.704,155.994,159547
02q7qbOYbE89NMFEtOklcc,Unity,Dimitri Vegas & Like Mike,66,5mnKVK3cksHH5Lzm1OZpiN,Unity,2018-07-20,Crossfit‏‏​​   ‍,5GiPRvTccToqwOzkoAcDrY,edm,electro house,0.65,0.912,10,-4.588,0,0.0406,0.0241,0.8,0.293,0.191,129.999,234462
02q7qbOYbE89NMFEtOklcc,Unity,Dimitri Vegas & Like Mike,66,5mnKVK3cksHH5Lzm1OZpiN,Unity,2018-07-20,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,0.65,0.912,10,-4.588,0,0.0406,0.0241,0.8,0.293,0.191,129.999,234462
02q7qbOYbE89NMFEtOklcc,Unity,Dimitri Vegas & Like Mike,66,5mnKVK3cksHH5Lzm1OZpiN,Unity,2018-07-20,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.65,0.912,10,-4.588,0,0.0406,0.0241,0.8,0.293,0.191,129.999,234462
037yW9RzsLze4OmBYmcH4G,Save My Night - BlasterJaxx Remix,Armin van Buuren,16,16AD0yLkUKcp2FBtXKOE9j,Save My Night (BlasterJaxx Remix),2014-03-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.686,0.906,8,-4.886,1,0.0475,0.00196,0.745,0.052,0.165,129.972,326827
037yW9RzsLze4OmBYmcH4G,Save My Night - BlasterJaxx Remix,Armin van Buuren,16,16AD0yLkUKcp2FBtXKOE9j,Save My Night (BlasterJaxx Remix),2014-03-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.686,0.906,8,-4.886,1,0.0475,0.00196,0.745,0.052,0.165,129.972,326827
03m9WRVBzoxyTeKblvLvpR,You Got The Love,Keanu Silva,62,14B4NCJRvKpfyQBAGBCJT4,You Got The Love,2019-10-04,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.744,0.925,1,-4.312,1,0.0558,0.0394,0.000306,0.295,0.7,124.046,164446
03m9WRVBzoxyTeKblvLvpR,You Got The Love,Keanu Silva,62,14B4NCJRvKpfyQBAGBCJT4,You Got The Love,2019-10-04,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.744,0.925,1,-4.312,1,0.0558,0.0394,0.000306,0.295,0.7,124.046,164446
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74,6MQtWELG7aRX7CkAzQ6nLM,Flockaveli,2010-10-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773
03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,74,6MQtWELG7aRX7CkAzQ6nLM,Flockaveli,2010-10-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,71,4HUUHHXBXImwksfbSPqE7q,Nellyville,2002-06-25,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,71,4HUUHHXBXImwksfbSPqE7q,Nellyville,2002-06-25,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,228240
04MLEeAMuV9IlHEsD8vF6A,No Stylist,French Montana,76,0DMvfJWc1DjSbmnJF1NW1o,No Stylist,2018-09-20,Hip-Hop Mixtape,37i9dQZF1DWVdgXTbYm2r0,rap,hip hop,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172
04MLEeAMuV9IlHEsD8vF6A,No Stylist,French Montana,76,0DMvfJWc1DjSbmnJF1NW1o,No Stylist,2018-09-20,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172
04MLEeAMuV9IlHEsD8vF6A,No Stylist,French Montana,76,0DMvfJWc1DjSbmnJF1NW1o,No Stylist,2018-09-20,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,80,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,80,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,80,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,79,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.394,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.044,228360
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,79,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.394,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.044,228360
04wllvXvWOkZS5NugzeS8O,Lost,Chris Burke,37,13FrOWDba1sGvu10ofSKFr,Lost,2019-08-16,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.616,0.695,9,-7.894,0,0.0397,0.121,0.0228,0.0311,0.189,128.008,272124
04wllvXvWOkZS5NugzeS8O,Lost,Chris Burke,37,13FrOWDba1sGvu10ofSKFr,Lost,2019-08-16,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,electro house,0.616,0.695,9,-7.894,0,0.0397,0.121,0.0228,0.0311,0.189,128.008,272124
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,39,1ONuDpN0a3zhCUyKCgtuzK,World War Joy,2019-05-31,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,39,1ONuDpN0a3zhCUyKCgtuzK,World War Joy,2019-05-31,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653
05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,39,1ONuDpN0a3zhCUyKCgtuzK,World War Joy,2019-05-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,73,3REUXdj5OPKhuDTrTtCBU0,1984 (Remastered),1984-01-04,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,210227
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,73,3REUXdj5OPKhuDTrTtCBU0,1984 (Remastered),1984-01-04,Classic Rock Playlist.,7CESj1xKbxdArRzloygvkl,rock,classic rock,0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,210227
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,69,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-26,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,69,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-26,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,69,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-26,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,69,7w19PFbxAjwZ7UVNp9z0uT,18 Months,2012-10-26,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),Yung Joc,65,1Lr1TMh8vcdD3OvrzQTGVn,New Joc City (Explicit Content U.S. Version),2006-06-06,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840
05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),Yung Joc,65,1Lr1TMh8vcdD3OvrzQTGVn,New Joc City (Explicit Content U.S. Version),2006-06-06,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,0N3tXBqOxFYcmrYRe8HDvr,Talk (Alle Farben Remix),2019-04-04,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56,0N3tXBqOxFYcmrYRe8HDvr,Talk (Alle Farben Remix),2019-04-04,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,Charlie Puth,79,5Nwsra93UQYJ6xxcjcE10x,Nine Track Mind,2016-01-29,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,Charlie Puth,79,5Nwsra93UQYJ6xxcjcE10x,Nine Track Mind,2016-01-29,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,Charlie Puth,79,5Nwsra93UQYJ6xxcjcE10x,Nine Track Mind,2016-01-29,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,60,3mn8mLqRknZCD8o7Ruy4BN,EV3,1997-06-17,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,60,3mn8mLqRknZCD8o7Ruy4BN,EV3,1997-06-17,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,60,3mn8mLqRknZCD8o7Ruy4BN,EV3,1997-06-17,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880
06iMqWThw4w8fTFyccvOwr,Ride Wit Me,Nelly,13,2HWBPvQoaMFBF6krXyzpOv,Country Grammar,2000-06-27,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782
06iMqWThw4w8fTFyccvOwr,Ride Wit Me,Nelly,13,2HWBPvQoaMFBF6krXyzpOv,Country Grammar,2000-06-27,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782
06qKEP3ITnVPmH2ZW1zYvn,Shotgun - Quintino Remix,Yellow Claw,0,0tKVMaya0qTMQFf7yQHMvC,Shotgun (The Remixes),2014-02-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.742,0.93,9,-3.669,1,0.0654,0.00286,0.00779,0.0754,0.337,127.977,293307
06qKEP3ITnVPmH2ZW1zYvn,Shotgun - Quintino Remix,Yellow Claw,0,0tKVMaya0qTMQFf7yQHMvC,Shotgun (The Remixes),2014-02-10,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.742,0.93,9,-3.669,1,0.0654,0.00286,0.00779,0.0754,0.337,127.977,293307
070hrICPvpyzXkbqkRC7Ao,RITMO (Bad Boys For Life) (Remix) *,The Black Eyed Peas,35,1WbcLdDqpfZza3TlvzFJJj,Bad Boys For Life Soundtrack,2020-01-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,r&b,hip pop,0.794,0.798,10,-4.791,0,0.0602,0.0651,9.18e-05,0.233,0.629,105.069,228571
070hrICPvpyzXkbqkRC7Ao,RITMO (Bad Boys For Life) (Remix) *,The Black Eyed Peas,35,1WbcLdDqpfZza3TlvzFJJj,Bad Boys For Life Soundtrack,2020-01-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.794,0.798,10,-4.791,0,0.0602,0.0651,9.18e-05,0.233,0.629,105.069,228571
070hrICPvpyzXkbqkRC7Ao,RITMO (Bad Boys For Life) (Remix) *,The Black Eyed Peas,35,1WbcLdDqpfZza3TlvzFJJj,Bad Boys For Life Soundtrack,2020-01-17,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.794,0.798,10,-4.791,0,0.0602,0.0651,9.18e-05,0.233,0.629,105.069,228571
076jREnPu9sinABTfdw9Xi,Calabria - Firebeatz Remix,Rune RK,60,6mhzvpz4HEmj9fSPFGRMoc,Calabria (Firebeatz Remix),2014-10-27,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.649,0.887,10,-2.782,1,0.0651,0.000838,0.49,0.295,0.427,128.04,217784
